企业代号,开票日期,发票号码,金额,税额,价税合计
E10,2017-12-05,97019396,1603.0200000000002,114.98,1718.0
E10,2017-12-06,50352945,895.75,74.25,970.0
E10,2017-12-08,74728959,895.28,74.72,970.0
E10,2017-12-09,21844205,849.06,50.94,900.0
E10,2017-12-10,70776121,2756.2999999999997,89.69999999999999,2846.0
E10,2017-12-11,133277935,553.8399999999999,4.11,557.95
E10,2017-12-12,42382474,1503.9800000000002,81.02000000000001,1585.0
E10,2017-12-13,64087071,2311.21,134.79000000000002,2446.0
E10,2017-12-14,49576308,726.48,29.52,756.0
E10,2017-12-15,7351624,8113.21,486.79,8600.0
E10,2017-12-16,6570104,495.15,14.85,510.0
E10,2017-12-17,31240335,1009.71,30.29,1040.0
E10,2017-12-18,35814179,1835.62,119.38,1955.0
E10,2017-12-19,38039182,950.22,69.78,1020.0
E10,2017-12-20,33401255,261.17,7.83,269.0
E10,2017-12-21,85676598,135.85,8.15,144.0
E10,2017-12-22,137879275,21390.75,2889.25,24280.0
E10,2017-12-23,121938582,6877.32,341.68,7219.0
E10,2017-12-24,64010469,1724.6200000000001,64.38,1789.0
E10,2017-12-25,65935830,15322.86,961.14,16284.0
E10,2017-12-26,35274569,8818.09,499.90999999999997,9318.0
E10,2017-12-27,25210176,141.75,4.25,146.0
E10,2017-12-28,55344963,1581.1999999999998,268.8,1850.0
E10,2017-12-29,92582333,1487.01,81.99,1569.0
E10,2017-12-30,73151013,864.02,42.980000000000004,907.0
E10,2017-12-31,42147425,274.76,8.24,283.0
E10,2018-01-01,88375497,728.86,66.14,795.0
E10,2018-01-02,140658557,344.68,8.32,353.0
E10,2018-01-03,30572078,116.5,3.5,120.0
E10,2018-01-04,23664185,282.52,8.48,291.0
E10,2018-01-05,3363455,8631.07,258.93,8890.0
E10,2018-01-06,135629852,846.11,44.89,891.0
E10,2018-01-07,59964191,1009.71,30.29,1040.0
E10,2018-01-08,72722727,3430.2,183.1,3613.3
E10,2018-01-09,50197021,297.15,32.85,330.0
E10,2018-01-10,20764531,126.21,3.79,130.0
E10,2018-01-11,39256483,3076.7,92.30000000000001,3169.0
E10,2018-01-12,95263173,1475.1399999999999,184.86,1660.0
E10,2018-01-13,27972037,256.31,7.69,264.0
E10,2018-01-14,2983088,290.6,49.4,340.0
E10,2018-01-17,23894829,2949.75,132.25,3082.0
E10,2018-01-18,109011954,2305.2,295.8,2601.0
E10,2018-01-19,37985433,7062.93,260.95,7323.88
E10,2018-01-20,25746656,1202.1,52.9,1255.0
E10,2018-01-21,57867512,929.13,27.869999999999997,957.0
E10,2018-01-22,63717403,326.22,9.78,336.0
E10,2018-01-23,46087756,548.54,16.46,565.0
E10,2018-01-24,33910407,449.52,13.48,463.0
E10,2018-01-25,102249607,8509.99,262.91,8772.9
E10,2018-01-26,16201972,143.69,4.31,148.0
E10,2018-01-27,45566620,594.1800000000001,17.82,612.0
E10,2018-01-28,30244547,256.41,43.59,300.0
E10,2018-01-29,127222141,11904.529999999999,447.07,12351.6
E10,2018-01-30,40471364,13299.849999999999,786.9499999999999,14086.8
E10,2018-02-01,91355421,579.56,40.89,620.45
E10,2018-02-02,109178890,2516.5699999999997,359.43,2876.0
E10,2018-02-03,77138244,1254.47,73.53,1328.0
E10,2018-02-04,131014338,2581.13,155.87,2737.0
E10,2018-02-05,28622157,5339.81,160.19,5500.0
E10,2018-02-06,81589766,2690.91,149.09,2840.0
E10,2018-02-07,94257121,2839.66,139.64,2979.2999999999997
E10,2018-02-08,60762357,67743.51000000001,4182.49,71926.0
E10,2018-02-09,114560548,19996.72,253.54,20250.260000000002
E10,2018-02-10,125951522,6603.699999999999,222.04000000000002,6825.74
E10,2018-02-11,155519551,9832.04,294.96,10127.0
E10,2018-02-12,95348395,438.40999999999997,15.59,454.0
E10,2018-02-13,172451320,1510.65,121.35,1632.0
E10,2018-02-14,162894359,1408.8000000000002,36.199999999999996,1445.0
E10,2018-02-18,3963526,224.91,38.24,263.15
E10,2018-02-21,14076186,207.55,12.45,220.0
E10,2018-02-22,45145861,495.15,14.85,510.0
E10,2018-02-23,30583679,157.28,4.72,162.0
E10,2018-02-24,3421594,260.19,7.81,268.0
E10,2018-02-25,138367864,3341.63,208.37,3550.0
E10,2018-02-26,75099984,738.0699999999999,28.93,767.0
E10,2018-02-27,83492316,719.4300000000001,21.57,741.0
E10,2018-02-28,29870124,1645.56,74.44,1720.0
E10,2018-03-01,208081874,14780.81,1101.84,15882.65
E10,2018-03-02,43948065,479.19,60.809999999999995,540.0
E10,2018-03-03,416454026,14411.390000000001,2215.9399999999996,16627.33
E10,2018-03-04,124162486,1489.3799999999999,68.62,1558.0
E10,2018-03-05,113624058,5063.950000000001,844.9699999999999,5908.92
E10,2018-03-06,411953983,8540.25,489.4200000000001,9029.67
E10,2018-03-07,200863866,1212.18,85.82,1298.0
E10,2018-03-08,254049260,2169.2,157.79999999999998,2327.0
E10,2018-03-09,262048117,2038.53,141.46999999999997,2180.0
E10,2018-03-10,386824294,5620.53,295.47,5916.0
E10,2018-03-11,97002571,1419.36,57.519999999999996,1476.88
E10,2018-03-12,220844536,54799.00000000001,3219.5899999999997,58018.59
E10,2018-03-13,126909989,4029.0199999999995,151.98000000000002,4181.0
E10,2018-03-14,125879842,5787.5,898.5000000000001,6686.0
E10,2018-03-15,201787382,8331.49,204.50999999999996,8536.0
E10,2018-03-16,13228078,111.65,3.35,115.0
E10,2018-03-17,115220342,685.1600000000001,86.10000000000001,771.26
E10,2018-03-18,226790794,1324.78,172.42,1497.2
E10,2018-03-19,122111376,7233.82,597.21,7831.03
E10,2018-03-20,94328909,600.85,43.15,644.0
E10,2018-03-21,118711730,705.63,92.37,798.0
E10,2018-03-22,225367433,3334.57,423.43,3758.0
E10,2018-03-23,46577294,3636.7699999999995,477.87999999999994,4114.65
E10,2018-03-24,102770663,2170.69,140.81,2311.5
E10,2018-03-25,120443910,2440.63,114.37,2555.0
E10,2018-03-26,81609599,248.58,19.419999999999998,268.0
E10,2018-03-27,193473302,2527.95,187.12999999999997,2715.08
E10,2018-03-28,223688016,3256.31,206.14999999999998,3462.46
E10,2018-03-29,85834610,6208.139999999999,195.86,6404.0
E10,2018-03-31,153596048,10499.729999999998,684.02,11183.75
E10,2018-04-01,114121827,4472.139999999999,266.87,4739.01
E10,2018-04-02,128093325,1253.61,155.48,1409.09
E10,2018-04-03,108529602,3131.54,519.37,3650.91
E10,2018-04-04,163533402,5554.58,383.41999999999996,5938.0
E10,2018-04-05,76858129,1800.02,271.48,2071.5
E10,2018-04-06,161218646,2155.8900000000003,128.10999999999999,2284.0
E10,2018-04-07,13827745,202.91,6.09,209.0
E10,2018-04-08,48326879,2983.02,106.98,3090.0
E10,2018-04-09,271930314,2420.69,193.31000000000003,2614.0
E10,2018-04-10,169577644,-38557.149999999994,-2610.1400000000003,-41167.29
E10,2018-04-11,184188228,4911.819999999999,572.18,5484.0
E10,2018-04-12,128214747,623.33,52.67,676.0
E10,2018-04-13,26690806,1740.78,52.22,1793.0
E10,2018-04-14,203732898,14914.98,960.8199999999999,15875.8
E10,2018-04-15,92539906,374.65999999999997,31.34,406.0
E10,2018-04-16,97957990,3834.7000000000003,135.4,3970.1
E10,2018-04-17,240170893,1798.55,196.45,1995.0
E10,2018-04-18,174291198,2892.48,105.52,2998.0
E10,2018-04-19,308113899,5588.9400000000005,242.06,5831.0
E10,2018-04-20,216558922,1472.93,164.34999999999997,1637.28
E10,2018-04-21,396657561,4020.6300000000006,296.37,4317.0
E10,2018-04-22,226832335,1968.2,73.80000000000001,2042.0
E10,2018-04-23,168941495,3466.17,141.43,3607.6
E10,2018-04-24,343548026,3523.17,332.01,3855.18
E10,2018-04-25,159328069,2211.6,171.39999999999998,2383.0
E10,2018-04-26,369813973,2023.9,194.54999999999998,2218.45
E10,2018-04-27,191877155,1274.49,115.11,1389.6
E10,2018-04-28,63258883,478.63,81.37,560.0
E10,2018-04-29,114912882,581.19,98.81,680.0
E10,2018-04-30,158886998,944.03,128.97,1073.0
E10,2018-05-01,149095357,1020.53,103.46999999999998,1124.0
E10,2018-05-02,194213656,13410.02,408.98,13819.0
E10,2018-05-03,307473286,10262.94,580.5900000000001,10843.529999999999
E10,2018-05-04,74758281,386.53000000000003,47.47,434.0
E10,2018-05-05,141161990,3518.12,46.93,3565.05
E10,2018-05-06,98020397,2411.61,128.39,2540.0
E10,2018-05-07,112387778,9597.45,671.6399999999999,10269.09
E10,2018-05-08,284555252,13126.199999999999,676.45,13802.649999999998
E10,2018-05-09,128243375,431.03,68.97,500.0
E10,2018-05-10,130030051,1192.71,108.4,1301.1100000000001
E10,2018-05-11,179413503,16824.4,548.6,17373.0
E10,2018-05-12,131947321,2073.98,138.01999999999998,2212.0
E10,2018-05-13,90182805,38540.77,1156.23,39697.0
E10,2018-05-14,260563379,91823.61,2854.5099999999998,94678.12
E10,2018-05-15,53748714,6546.74,211.26,6758.0
E10,2018-05-16,117873892,10779.990000000002,361.01,11141.0
E10,2018-05-17,93174542,4651.22,410.78000000000003,5062.0
E10,2018-05-18,347348679,19098.45,805.0,19903.45
E10,2018-05-19,109452078,1826.27,137.73000000000002,1964.0
E10,2018-05-20,68278641,4470.18,256.82,4727.0
E10,2018-05-21,25325087,228.16,6.84,235.0
E10,2018-05-22,183322476,829.64,91.1,920.74
E10,2018-05-23,167859531,2683.66,230.94000000000003,2914.6
E10,2018-05-24,309453160,11246.309999999998,1270.6899999999998,12517.0
E10,2018-05-25,80508325,638.62,30.380000000000003,669.0
E10,2018-05-26,96993053,561.28,53.83,615.11
E10,2018-05-27,253242902,15831.649999999998,2533.07,18364.72
E10,2018-05-28,128027755,1232.69,114.30999999999999,1347.0
E10,2018-05-29,131076552,848.27,55.599999999999994,903.87
E10,2018-05-30,222616891,24791.26,743.74,25535.0
E10,2018-05-31,158916660,2839.21,142.59,2981.7999999999997
E10,2018-06-01,197227005,5086.97,361.03,5448.0
E10,2018-06-02,65686933,0.0,0.0,0.0
E10,2018-06-03,122311534,840.6500000000001,68.37,909.02
E10,2018-06-04,144510023,107881.22,3302.83,111184.04999999999
E10,2018-06-05,292814911,503.77000000000004,43.23,547.0
E10,2018-06-06,286200017,7830.15,492.5800000000001,8322.73
E10,2018-06-07,299883654,5759.870000000001,334.73,6094.6
E10,2018-06-08,119910159,10808.51,340.49,11149.0
E10,2018-06-09,122412714,10777.14,496.86,11274.0
E10,2018-06-10,82919136,172.41,27.59,200.0
E10,2018-06-11,226222797,3763.4700000000003,174.53,3938.0
E10,2018-06-12,64274896,417.84000000000003,46.160000000000004,464.0
E10,2018-06-13,407603350,84391.88,2686.2000000000003,87078.08
E10,2018-06-14,471409120,85906.72,2737.8799999999997,88644.6
E10,2018-06-15,101509187,993.79,102.21,1096.0
E10,2018-06-16,242834445,37784.14000000001,1154.8599999999997,38939.0
E10,2018-06-17,117555114,2237.28,110.72,2348.0
E10,2018-06-18,229023339,2935.0400000000004,225.78000000000003,3160.8199999999997
E10,2018-06-19,117732556,2580.86,176.14,2757.0
E10,2018-06-20,24870843,904.37,64.5,968.87
E10,2018-06-21,377951172,1759.65,213.15,1972.8
E10,2018-06-22,31511814,7197.85,275.55,7473.4
E10,2018-06-23,86714786,1466.02,43.98,1510.0
E10,2018-06-24,90658613,535.3399999999999,85.66,621.0
E10,2018-06-25,94361627,2750.8100000000004,189.19,2940.0
E10,2018-06-26,35027873,632.8100000000001,30.189999999999998,663.0
E10,2018-06-27,94118932,5232.339999999999,197.65999999999997,5430.0
E10,2018-06-28,319584718,1155.8600000000001,126.38999999999999,1282.25
E10,2018-06-29,80400955,172.41,27.59,200.0
E10,2018-06-30,322390401,10025.59,378.40999999999997,10404.0
E10,2018-07-01,151562453,2763.55,210.45,2974.0
E10,2018-07-03,140256879,1399.63,150.37,1550.0
E10,2018-07-04,270044919,209333.56,6396.760000000001,215730.32
E10,2018-07-05,124067806,82027.56000000001,2465.88,84493.44
E10,2018-07-06,155392602,5337.509999999999,249.42,5586.93
E10,2018-07-07,235613129,10142.560000000001,427.57000000000005,10570.130000000001
E10,2018-07-09,116276225,4012.62,30.38,4043.0
E10,2018-07-10,184601570,2184.75,99.17000000000002,2283.92
E10,2018-07-11,47197786,1426.23,79.77000000000001,1506.0
E10,2018-07-12,117327284,473.59000000000003,38.16,511.75
E10,2018-07-13,88557462,3675.8999999999996,205.1,3881.0
E10,2018-07-14,23571388,119.42,3.58,123.0
E10,2018-07-17,176530589,1150.5900000000001,125.41,1276.0
E10,2018-07-18,189368302,4567.39,475.9599999999999,5043.35
E10,2018-07-19,222185010,4608.53,446.19,5054.719999999999
E10,2018-07-20,304455028,3643.0400000000004,166.97,3810.01
E10,2018-07-21,105506705,734.21,98.79,833.0
E10,2018-07-22,107815414,17541.63,2390.3700000000003,19932.0
E10,2018-07-23,84786457,314.66,50.34,365.0
E10,2018-07-24,160308295,10253.49,568.5099999999999,10822.0
E10,2018-07-25,414826131,10719.98,691.79,11411.77
E10,2018-07-26,51423426,12823.51,764.29,13587.8
E10,2018-07-27,116874374,4003.01,319.39,4322.4
E10,2018-07-28,72934197,11298.23,1807.71,13105.94
E10,2018-07-29,59016980,299.38,5.619999999999999,305.0
E10,2018-07-30,75380516,1303.28,72.72,1376.0
E10,2018-07-31,202605896,1006.7400000000001,127.26,1134.0
E10,2018-08-01,171086160,731.65,117.05000000000001,848.7
E10,2018-08-02,41323277,445.63,13.37,459.0
E10,2018-08-03,27803604,24281.79,728.51,25010.3
E10,2018-08-04,236928852,1286.3899999999999,194.21,1480.6
E10,2018-08-05,114178295,463.36,74.14,537.5
E10,2018-08-06,66254849,59201.84999999999,67.05,59268.9
E10,2018-08-07,73943847,7141.88,250.12,7392.0
E10,2018-08-08,129023973,2138.2599999999998,301.73999999999995,2440.0
E10,2018-08-09,42499267,13778.460000000001,2121.54,15900.0
E10,2018-08-10,137163723,3574.0999999999995,204.9,3779.0
E10,2018-08-11,115191002,5963.339999999999,646.66,6610.0
E10,2018-08-12,82129267,2871.8399999999997,86.16,2958.0
E10,2018-08-13,31387030,1369.62,114.38000000000001,1484.0
E10,2018-08-14,228358745,1041.62,138.38,1180.0
E10,2018-08-15,231947808,4557.360000000001,349.64,4907.0
E10,2018-08-16,155360321,3206.0,0.0,3206.0
E10,2018-08-17,311014635,2154.86,236.29,2391.15
E10,2018-08-18,40636514,689.66,110.34,800.0
E10,2018-08-19,29630066,26497.079999999998,794.9200000000001,27292.0
E10,2018-08-20,91165581,763.33,83.62,846.95
E10,2018-08-21,253731629,9202.83,449.87,9652.7
E10,2018-08-22,5418805,4242.200000000001,494.28,4736.48
E10,2018-08-23,426299977,9874.810000000001,504.19,10379.0
E10,2018-08-24,159466781,1888.5900000000001,166.41,2055.0
E10,2018-08-25,460752561,3779.32,186.92000000000002,3966.24
E10,2018-08-26,66132986,715.53,86.47,802.0
E10,2018-08-28,32332047,1105.6000000000001,72.4,1178.0
E10,2018-08-29,161981080,1445.04,126.96000000000001,1572.0
E10,2018-08-30,30933518,317.92,19.08,337.0
E10,2018-08-31,129051724,876.87,119.73,996.6
E10,2018-09-01,271843863,2178.71,200.29,2379.0
E10,2018-09-02,22786716,3671.21,135.79000000000002,3807.0
E10,2018-09-03,207834241,33794.77,1049.9300000000003,34844.7
E10,2018-09-04,155251962,2269.33,101.69999999999999,2371.0299999999997
E10,2018-09-05,73713526,645.64,19.36,665.0
E10,2018-09-06,45353349,77245.21,2367.7899999999995,79613.0
E10,2018-09-07,9195344,862.14,25.86,888.0
E10,2018-09-08,574925,431.03,68.97,500.0
E10,2018-09-09,2401210,1922.33,57.67,1980.0
E10,2018-09-10,46660406,20878.739999999998,745.26,21624.0
E10,2018-09-11,3014948,1688.34,50.66,1739.0
E10,2018-09-12,82883114,1090.9699999999998,121.03,1212.0
E10,2018-09-13,51237214,12987.95,412.04999999999995,13400.0
E10,2018-09-14,79444939,751.74,68.27,820.01
E10,2018-09-15,171921361,2572.23,11.17,2583.4
E10,2018-09-16,39599582,1200.0,0.0,1200.0
E10,2018-09-17,37299857,23651.9,747.1,24399.0
E10,2018-09-18,42209395,2609.27,170.73,2780.0
E10,2018-09-19,107146802,236.51999999999998,20.43,256.95
E10,2018-09-20,45514720,1796.2599999999998,70.74000000000001,1867.0
E10,2018-09-21,568675083,14100.499999999998,582.61,14683.11
E10,2018-09-22,166801875,4475.37,669.6700000000001,5145.04
E10,2018-09-23,68357015,2901.94,87.06,2989.0
E10,2018-09-24,10166311,290.08,46.42,336.5
E10,2018-09-25,217741450,1592.31,184.6,1776.91
E10,2018-09-26,113914110,640.5899999999999,67.41,708.0
E10,2018-09-27,122392811,8464.96,952.81,9417.77
E10,2018-09-28,359276887,5612.9800000000005,784.1,6397.08
E10,2018-09-29,5594269,647.57,19.43,667.0
E10,2018-09-30,111102488,4442.67,206.32999999999998,4649.0
E10,2018-10-01,79766679,1110.7800000000002,93.03,1203.81
E10,2018-10-02,30675246,103.45,16.55,120.0
E10,2018-10-03,134181735,571.72,91.48,663.2
E10,2018-10-05,126714984,2760.7200000000003,423.28000000000003,3184.0
E10,2018-10-06,113202589,1600.56,189.44,1790.0
E10,2018-10-07,57249742,580.95,51.050000000000004,632.0
E10,2018-10-08,129968099,30724.28,215.22,30939.5
E10,2018-10-09,268036461,59665.509999999995,2059.49,61725.0
E10,2018-10-10,143040756,2251.9,360.3,2612.2
E10,2018-10-11,146436858,1567.12,112.87999999999994,1680.0
E10,2018-10-12,159372689,6821.57,363.43,7185.0
E10,2018-10-13,112907231,2337.45,92.55,2430.0
E10,2018-10-14,160258267,3633.58,251.42,3885.0
E10,2018-10-15,264540046,2275.0299999999997,218.97,2494.0
E10,2018-10-16,386668587,3975.5200000000004,302.47999999999996,4278.0
E10,2018-10-17,54602465,3463.5299999999997,169.47,3633.0
E10,2018-10-18,73080628,13562.83,421.17,13984.0
E10,2018-10-19,39176851,3584.16,182.84,3767.0
E10,2018-10-20,151477237,474.13,75.87,550.0
E10,2018-10-21,230084294,2528.16,9.84,2538.0
E10,2018-10-22,243993909,1742.48,110.97999999999999,1853.46
E10,2018-10-23,121445783,1031.35,86.25,1117.6
E10,2018-10-24,52803362,424.13,67.87,492.0
E10,2018-10-25,122878127,3277.9599999999996,246.04000000000002,3524.0
E10,2018-10-26,263870534,3502.97,169.03,3672.0
E10,2018-10-27,91950988,2452.35,185.65,2638.0
E10,2018-10-28,223241284,814.7099999999999,46.06,860.77
E10,2018-10-29,202754703,2650.38,171.62,2822.0
E10,2018-10-30,151172050,31448.17,2144.16,33592.33
E10,2018-10-31,482988290,2178.61,187.03000000000003,2365.64
E10,2018-11-01,58737466,4569.110000000001,153.89000000000001,4723.0
E10,2018-11-02,374642517,5980.329999999999,899.67,6880.0
E10,2018-11-03,230914199,2042.9099999999999,272.98999999999995,2315.9
E10,2018-11-04,83828246,956.74,83.25999999999999,1040.0
E10,2018-11-05,415419088,12712.82,428.98,13141.8
E10,2018-11-07,364950388,5855.669999999998,162.33,6018.0
E10,2018-11-08,144727937,1953.18,135.82,2089.0
E10,2018-11-10,150266231,2089.54,172.51999999999998,2262.06
E10,2018-11-11,74454572,744.25,44.75,789.0
E10,2018-11-12,23566255,1880.1399999999999,103.86,1984.0
E10,2018-11-13,154770919,31983.950000000004,227.18999999999997,32211.14000000001
E10,2018-11-14,114841756,363.17,54.830000000000005,418.0
E10,2018-11-15,275130128,2710.9199999999996,209.08,2920.0
E10,2018-11-16,99807544,641.34,68.66,710.0
E10,2018-11-17,44126164,5472.64,328.36,5801.0
E10,2018-11-18,197784114,28831.97,1782.9299999999998,30614.9
E10,2018-11-19,9819829,1053.56,76.44,1130.0
E10,2018-11-20,172985908,1020.34,153.66,1174.0
E10,2018-11-21,199442188,19871.329999999998,662.1700000000001,20533.5
E10,2018-11-22,216440745,1673.8600000000001,136.14000000000001,1810.0
E10,2018-11-23,59970854,427.64,44.36,472.0
E10,2018-11-24,150573640,793.49,104.51,898.0
E10,2018-11-25,100123841,1789.75,105.25000000000001,1895.0
E10,2018-11-26,191166897,14239.359999999999,612.25,14851.61
E10,2018-11-27,374505447,14538.81,2326.19,16865.0
E10,2018-11-28,185685954,-16777.76,-400.24,-17178.0
E10,2018-11-29,204347776,16061.189999999999,421.81000000000006,16483.0
E10,2018-11-30,147187308,24077.600000000002,16.400000000000045,24094.0
E10,2018-12-01,11111369,433.98,13.02,447.0
E10,2018-12-02,192425119,1011.72,126.28,1138.0
E10,2018-12-03,653834235,39036.88,4259.650000000001,43296.53
E10,2018-12-04,88525194,529.0699999999999,6.93,536.0
E10,2018-12-05,263100146,2118.92,160.08,2279.0
E10,2018-12-06,35393207,5599.53,367.47,5967.0
E10,2018-12-07,200756635,5920.049999999999,342.51,6262.5599999999995
E10,2018-12-08,233502057,5985.41,609.5899999999999,6595.0
E10,2018-12-09,51472385,4.72,0.28,5.0
E10,2018-12-10,84408627,2228.31,163.04,2391.35
E10,2018-12-11,219039499,3518.18,241.97999999999996,3760.16
E10,2018-12-12,100853475,5351.490000000001,216.48000000000002,5567.97
E10,2018-12-13,424907931,2787.3100000000004,178.98,2966.29
E10,2018-12-14,210370211,2558.36,99.17,2657.5299999999997
E10,2018-12-15,369737388,3200.0099999999998,286.01,3486.02
E10,2018-12-16,45622845,677.26,42.74,720.0
E10,2018-12-17,147537469,3695.19,92.81,3788.0
E10,2018-12-18,1853024,1728.16,51.84,1780.0
E10,2018-12-19,207749020,990.7600000000001,104.24,1095.0
E10,2018-12-20,176697316,1985.18,122.32000000000002,2107.5
E10,2018-12-21,251572631,13514.620000000004,736.3,14250.920000000002
E10,2018-12-22,61139666,909.75,48.25,958.0
E10,2018-12-24,8260653,1397.1299999999999,75.87,1473.0
E10,2018-12-25,297792001,8485.810000000001,1198.19,9684.0
E10,2018-12-26,582939622,16847.55,675.45,17523.0
E10,2018-12-27,144804727,2257.1800000000003,118.82000000000001,2376.0
E10,2018-12-28,135639996,15433.220000000001,957.32,16390.54
E10,2018-12-29,189756352,1604.84,119.16,1724.0
E10,2018-12-30,234179427,52426.46,1634.54,54061.0
E10,2019-01-01,163557996,1329.26,97.46999999999998,1426.73
E10,2019-01-02,163723815,722.3,77.7,800.0
E10,2019-01-03,155065357,8055.61,664.89,8720.5
E10,2019-01-04,164274212,49330.80000000002,-322.0,49008.8
E10,2019-01-05,150639276,724.1399999999999,115.85999999999999,840.0
E10,2019-01-06,64538328,628.71,69.29,698.0
E10,2019-01-07,193389018,7649.869999999999,314.13,7964.0
E10,2019-01-08,352296716,104898.19999999998,127.49999999999999,105025.7
E10,2019-01-09,57356689,5134.99,214.01000000000002,5349.0
E10,2019-01-10,113842719,2920.8,219.22,3140.02
E10,2019-01-11,122025952,4771.9,708.1,5480.0
E10,2019-01-12,179190684,813.37,77.13000000000001,890.5
E10,2019-01-13,203405386,26691.429999999997,913.16,27604.59
E10,2019-01-14,105808430,68986.74,9147.22,78133.95999999999
E10,2019-01-15,68355384,375.0,60.0,435.0
E10,2019-01-16,229748498,1380.16,220.84,1601.0
E10,2019-01-17,108245538,16660.210000000003,499.78999999999996,17160.0
E10,2019-01-18,203499932,712.8399999999999,100.16000000000001,813.0
E10,2019-01-19,42298423,520.38,15.62,536.0
E10,2019-01-20,139446071,5715.31,216.29,5931.6
E10,2019-01-21,178786010,6161.62,259.38,6421.0
E10,2019-01-22,156122533,50491.119999999995,7758.58,58249.7
E10,2019-01-23,114062152,3842.79,328.2099999999999,4171.0
E10,2019-01-24,157476281,8334.789999999999,590.35,8925.14
E10,2019-01-25,105915004,40902.91,1241.09,42144.0
E10,2019-01-26,148470885,1239.79,120.20999999999998,1360.0
E10,2019-01-27,190379802,690.0899999999999,57.91,748.0
E10,2019-01-28,326176547,17566.32,2571.6800000000003,20138.0
E10,2019-01-29,188320629,870.0999999999999,109.05,979.15
E10,2019-01-30,245398279,31096.17,1894.8300000000002,32991.0
E10,2019-01-31,281637076,52183.689999999995,2022.31,54206.0
E10,2019-02-01,97609725,636.64,63.36,700.0
E10,2019-02-02,211967598,12286.22,434.52,12720.74
E10,2019-02-03,61245941,405.17,64.83,470.0
E10,2019-02-05,9240018,162.93,26.07,189.0
E10,2019-02-07,89142348,681.41,75.59,757.0
E10,2019-02-08,28889083,443.96000000000004,71.04,515.0
E10,2019-02-10,15604807,9998.28,1599.72,11598.0
E10,2019-02-11,30168517,301.73,48.27,350.0
E10,2019-02-12,6837594,2485.44,74.56,2560.0
E10,2019-02-13,15036717,619.42,18.58,638.0
E10,2019-02-14,192395656,4352.19,107.81,4460.0
E10,2019-02-15,65799307,2090.31,173.69,2264.0
E10,2019-02-16,90286312,1051.33,41.67,1093.0
E10,2019-02-17,19084964,654.1700000000001,30.83,685.0
E10,2019-02-18,67276314,6583.349999999999,663.6500000000001,7247.0
E10,2019-02-19,209388483,2471.78,121.22,2593.0
E10,2019-02-20,95890012,236.0,0.0,236.0
E10,2019-02-21,91071639,1599.24,140.79,1740.03
E10,2019-02-22,201616077,7017.93,442.35,7460.28
E10,2019-02-23,246726257,2382.91,107.09,2490.0
E10,2019-02-24,119727772,9200.31,423.64,9623.95
E10,2019-02-25,139399452,11834.77,759.23,12594.0
E10,2019-02-26,327207424,33593.96,1121.04,34715.0
E10,2019-02-27,113304940,4456.110000000001,264.89,4721.0
E10,2019-02-28,146029498,10735.34,78.66,10814.0
E10,2019-03-01,140106793,2603.54,295.03000000000003,2898.5699999999997
E10,2019-03-02,185655235,908.02,126.97999999999999,1035.0
E10,2019-03-03,441038072,3207.76,96.24,3304.0
E10,2019-03-04,67701551,4200.0,0.0,4200.0
E10,2019-03-05,383251830,1668.69,117.31,1786.0
E10,2019-03-06,38505555,12815.54,384.46,13200.0
E10,2019-03-07,73470708,396.18,22.82,419.0
E10,2019-03-08,169251521,107.74999999999994,45.25,153.0
E10,2019-03-09,34843231,347.16999999999996,32.83,380.0
E10,2019-03-10,255713345,2420.3,147.72,2568.02
E10,2019-03-11,250777866,8086.569999999999,248.47,8335.04
E10,2019-03-12,242645078,4135.63,265.37,4401.0
E10,2019-03-13,277991037,1607.8600000000001,121.64,1729.5
E10,2019-03-14,127520323,626.78,41.22,668.0
E10,2019-03-15,136673047,978.02,90.98,1069.0
E10,2019-03-16,84124439,1483.51,123.49,1607.0
E10,2019-03-17,233189560,5208.15,305.85,5514.0
E10,2019-03-18,314181552,11291.54,417.66,11709.2
E10,2019-03-19,230020595,2906.84,333.15999999999997,3240.0
E10,2019-03-20,189399582,982.17,83.83000000000001,1066.0
E10,2019-03-21,130468344,6975.73,179.27,7155.0
E10,2019-03-22,57671587,6692.36,498.64,7191.0
E10,2019-03-23,196889078,55431.46000000001,8465.54,63897.0
E10,2019-03-24,192799057,9396.43,427.57,9824.0
E10,2019-03-25,175654404,834.52,125.35,959.8699999999999
E10,2019-03-26,311269167,3892.6299999999997,159.37,4052.0
E10,2019-03-27,199457904,1322.15,87.85,1410.0
E10,2019-03-28,190619459,29090.38,1216.4,30306.78
E10,2019-03-29,86110050,360.19,10.81,371.0
E10,2019-03-30,44259684,3259.4900000000002,155.51,3415.0
E10,2019-03-31,138919406,2145.41,154.58999999999997,2300.0
E10,2019-04-01,157571177,2360.24,174.76,2535.0
E10,2019-04-02,307824777,3307.2299999999996,102.77,3410.0
E10,2019-04-03,285055656,19096.159999999996,634.84,19731.0
E10,2019-04-04,529233197,19980.23,651.77,20632.0
E10,2019-04-05,275058370,2881.29,176.69000000000003,3057.98
E10,2019-04-06,9855733,176.99,23.01,200.0
E10,2019-04-07,274652290,2750.99,209.07999999999998,2960.0699999999997
E10,2019-04-08,154707380,2773.86,170.14000000000001,2944.0
E10,2019-04-09,199454201,3533.2500000000005,121.75,3655.0
E10,2019-04-10,518068277,7270.429999999999,260.57,7531.0
